Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Corte de camino vecinal #49,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-35.316752,-72.685296,12/07/2019
Plaga en cultivos #50,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-37.225388,-54.338522,02/12/2015
Sequía prolongada #51,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-41.543281,-59.73035,16/04/2017
Falla eléctrica rural #52,Autoridades rurales intervinieron para controlar la situación.,Climático,-54.683274,-60.766235,13/05/2018
Corte de camino vecinal #53,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-47.752753,-68.063391,25/04/2021
Corte de camino vecinal #54,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-45.310429,-64.517216,30/11/2018
Inundación rural #55,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-37.016016,-59.808804,03/02/2021
Inundación rural #56,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-46.008159,-55.26089,21/03/2021
Rescate de animales #57,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-45.420287,-69.182092,29/04/2023
Accidente agrícola #58,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-38.389917,-54.940602,05/11/2018
Incendio rural #59,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-40.598424,-67.828055,27/06/2024
Sequía prolongada #60,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-21.68687,-70.187569,15/01/2015
Rescate de animales #61,El evento generó pérdidas materiales moderadas.,Emergencia,-54.67123,-71.957501,15/12/2019
Hallazgo arqueológico #62,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-26.623769,-61.558554,26/11/2024
Plaga en cultivos #63,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-44.519216,-55.070879,29/08/2016
Incendio rural #64,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-31.809733,-59.827865,05/12/2023
Rescate de animales #65,El evento generó pérdidas materiales moderadas.,Emergencia,-29.517761,-54.521842,19/12/2018
Hallazgo arqueológico #66,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-54.157264,-58.400428,27/08/2017
Plaga en cultivos #67,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-49.587273,-59.123797,22/09/2018
Incendio rural #68,El evento generó pérdidas materiales moderadas.,Infraestructura,-48.214524,-54.671736,16/04/2019
Inundación rural #69,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-54.195409,-69.540839,03/12/2018
Inundación rural #70,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-43.061032,-63.057184,06/09/2018
Rescate de animales #71,Autoridades rurales intervinieron para controlar la situación.,Climático,-51.07838,-53.606787,15/08/2022
Tormenta severa #72,Autoridades rurales intervinieron para controlar la situación.,Climático,-51.314313,-64.591443,01/01/2017
Sequía prolongada #73,El evento generó pérdidas materiales moderadas.,Emergencia,-21.535981,-71.129261,04/03/2023
Accidente agrícola #74,Autoridades rurales intervinieron para controlar la situación.,Climático,-30.9013,-73.465329,19/06/2021
Rescate de animales #75,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-40.335888,-54.048073,17/01/2024
Tormenta severa #76,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-26.16748,-58.745038,14/09/2018
Rescate de animales #77,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-41.114641,-65.250792,15/05/2018
Rescate de animales #78,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-40.704825,-54.222545,26/04/2018
Hallazgo arqueológico #79,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-44.767704,-62.267287,06/08/2022
Inundación rural #80,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-40.383803,-61.610312,02/01/2015
Sequía prolongada #81,El evento generó pérdidas materiales moderadas.,Ambiental,-39.966567,-69.119121,05/05/2022
Hallazgo arqueológico #82,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-37.474632,-60.524712,22/04/2020
Corte de camino vecinal #83,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-44.445738,-56.965461,04/10/2018
Incendio rural #84,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-21.546175,-60.968884,26/08/2016
Corte de camino vecinal #85,El evento generó pérdidas materiales moderadas.,Ambiental,-24.871345,-61.698747,14/08/2023
Plaga en cultivos #86,El evento generó pérdidas materiales moderadas.,Ambiental,-46.704529,-60.050811,21/01/2023
Corte de camino vecinal #87,El evento generó pérdidas materiales moderadas.,Infraestructura,-49.019853,-53.861696,23/01/2015
Falla eléctrica rural #88,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-46.527258,-56.109105,22/10/2020
Hallazgo arqueológico #89,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-36.941516,-62.042032,13/02/2020
Falla eléctrica rural #90,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-24.67131,-64.751814,23/07/2018
Falla eléctrica rural #91,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-25.709173,-64.27357,22/02/2021
Accidente agrícola #92,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-38.523701,-68.59546,07/06/2023
Corte de camino vecinal #93,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-45.761686,-66.945954,07/12/2019
Corte de camino vecinal #94,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-47.13711,-59.274029,21/01/2021
Accidente agrícola #95,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-41.141621,-62.376472,03/12/2022
Incendio rural #96,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-41.757788,-57.719187,31/08/2019
Incendio rural #97,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-38.782689,-54.173796,19/10/2022
Plaga en cultivos #98,El evento generó pérdidas materiales moderadas.,Emergencia,-29.584467,-62.304288,08/05/2018
Accidente agrícola #99,El evento generó pérdidas materiales moderadas.,Infraestructura,-45.720199,-63.544339,06/10/2021
Sequía prolongada #100,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-49.388479,-63.918502,12/05/2019
Tormenta severa #101,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-24.164419,-61.366198,06/06/2016
Incendio rural #102,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-40.427166,-55.729547,08/06/2022
Incendio rural #103,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-43.870009,-64.178664,14/01/2017
Plaga en cultivos #104,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-46.422768,-71.820922,14/10/2018
Rescate de animales #105,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-47.376446,-72.093323,21/03/2015
Incendio rural #106,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-48.221737,-73.08221,23/04/2022
Accidente agrícola #107,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-32.238399,-61.938624,16/09/2016
Falla eléctrica rural #108,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-49.295169,-61.051426,11/06/2017
Corte de camino vecinal #109,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-51.324643,-72.973592,22/05/2023
Tormenta severa #110,El evento generó pérdidas materiales moderadas.,Ambiental,-22.99,-69.43424,01/07/2018
Accidente agrícola #111,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-28.73565,-56.068989,22/08/2021
Corte de camino vecinal #112,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-43.195072,-64.718251,25/09/2021
Corte de camino vecinal #113,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-43.39814,-56.0837,26/02/2019
Falla eléctrica rural #114,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-22.333223,-60.470505,22/03/2024
Falla eléctrica rural #115,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-49.011343,-62.804192,17/04/2024
Inundación rural #116,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-28.662191,-63.970088,18/04/2022
Tormenta severa #117,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-26.041753,-56.470014,05/04/2024
Inundación rural #118,El evento generó pérdidas materiales moderadas.,Infraestructura,-29.483806,-61.818082,21/12/2015
Plaga en cultivos #119,Autoridades rurales intervinieron para controlar la situación.,Climático,-38.193579,-66.83721,29/06/2022
Accidente agrícola #120,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-43.428479,-55.45344,20/06/2020
Inundación rural #121,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-37.434673,-69.583343,12/11/2022
Plaga en cultivos #122,El evento generó pérdidas materiales moderadas.,Emergencia,-29.222402,-59.342509,15/09/2017
Falla eléctrica rural #123,El evento generó pérdidas materiales moderadas.,Climático,-51.836186,-68.957274,30/03/2022
Accidente agrícola #124,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-35.22711,-63.79816,04/10/2022
Sequía prolongada #125,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-36.286792,-66.287884,14/12/2020
Inundación rural #126,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-47.161707,-58.713671,02/02/2020
Corte de camino vecinal #127,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-48.704905,-69.064115,16/07/2018
Inundación rural #128,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-34.709115,-53.399532,06/06/2020
Accidente agrícola #129,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-42.730044,-67.303514,03/05/2024
Rescate de animales #130,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-53.452466,-72.382217,10/12/2022
Hallazgo arqueológico #131,El evento generó pérdidas materiales moderadas.,Climático,-25.327529,-61.731683,11/04/2018
Falla eléctrica rural #132,El evento generó pérdidas materiales moderadas.,Agricultura,-48.731635,-72.446777,06/04/2020
Falla eléctrica rural #133,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-41.375947,-71.981316,30/08/2024
Incendio rural #134,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-27.421169,-54.042924,22/01/2022
Accidente agrícola #135,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-29.008923,-61.070488,15/12/2015
Tormenta severa #136,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-42.067147,-54.87566,13/11/2023
Tormenta severa #137,El evento generó pérdidas materiales moderadas.,Agricultura,-35.666598,-72.265279,02/05/2018
Corte de camino vecinal #138,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-47.825143,-59.961223,20/04/2023
Accidente agrícola #139,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-52.447794,-73.445148,05/10/2016
Tormenta severa #140,El evento generó pérdidas materiales moderadas.,Agricultura,-53.890245,-67.59385,20/01/2020
Falla eléctrica rural #141,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-47.063591,-68.07663,04/03/2018
Tormenta severa #142,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-51.097606,-68.891406,15/11/2023
Inundación rural #143,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-52.972307,-57.251114,02/09/2016
Tormenta severa #144,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-50.771976,-59.382101,03/09/2021
Plaga en cultivos #145,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-36.640627,-64.525943,06/11/2022
Incendio rural #146,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-44.041066,-68.367458,15/09/2021
Accidente agrícola #147,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-22.673267,-53.008765,10/01/2016
Inundación rural #148,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-29.054294,-69.90859,16/07/2022
Falla eléctrica rural #149,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-21.103854,-64.564358,26/10/2020
Falla eléctrica rural #150,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-43.169324,-66.667178,18/02/2024
Corte de camino vecinal #151,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-41.004067,-63.342885,07/07/2022
Plaga en cultivos #152,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-39.535919,-67.052398,06/06/2022
Corte de camino vecinal #153,El evento generó pérdidas materiales moderadas.,Emergencia,-26.952475,-73.476403,17/08/2018
Rescate de animales #154,El evento generó pérdidas materiales moderadas.,Ambiental,-53.157061,-62.871992,30/09/2024
Falla eléctrica rural #155,El evento generó pérdidas materiales moderadas.,Climático,-48.07902,-62.240997,25/12/2021
Falla eléctrica rural #156,El evento generó pérdidas materiales moderadas.,Climático,-54.018439,-60.584543,25/03/2018
Accidente agrícola #157,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-36.271474,-62.178846,18/12/2023
Accidente agrícola #158,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-22.799935,-60.221951,17/01/2016
Falla eléctrica rural #159,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-31.016005,-64.982448,22/09/2016
Falla eléctrica rural #160,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-36.256987,-65.636487,30/05/2020
Rescate de animales #161,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-45.607588,-57.304873,21/09/2021
Sequía prolongada #162,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-27.101318,-67.701801,27/08/2019
Tormenta severa #163,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-38.352228,-70.453794,07/05/2018
Falla eléctrica rural #164,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-36.234808,-62.359684,15/01/2021
Sequía prolongada #165,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-46.880611,-65.649098,09/02/2020
Plaga en cultivos #166,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-29.680025,-59.042828,07/08/2024
Plaga en cultivos #167,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-28.058616,-60.13361,06/02/2024
Falla eléctrica rural #168,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-37.922101,-61.401301,15/09/2016
Corte de camino vecinal #169,El evento generó pérdidas materiales moderadas.,Climático,-37.117663,-64.132974,02/10/2024
Hallazgo arqueológico #170,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-22.021469,-71.966021,07/02/2023
Inundación rural #171,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-31.448044,-60.178349,07/10/2023
Sequía prolongada #172,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-22.559254,-60.650617,20/07/2024
Falla eléctrica rural #173,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-34.006378,-68.68721,13/12/2024
Inundación rural #174,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-51.927103,-53.444077,04/09/2022
Corte de camino vecinal #175,El evento generó pérdidas materiales moderadas.,Infraestructura,-31.40396,-54.979807,12/07/2023
Sequía prolongada #176,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-42.812246,-64.670921,08/07/2015
Rescate de animales #177,El evento generó pérdidas materiales moderadas.,Emergencia,-31.818787,-69.808834,27/09/2017
Corte de camino vecinal #178,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-33.929847,-68.562989,18/12/2016
Hallazgo arqueológico #179,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-33.311243,-64.078805,16/07/2021
Incendio rural #180,El evento generó pérdidas materiales moderadas.,Agricultura,-31.96123,-70.2615,24/06/2022
Sequía prolongada #181,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-33.276084,-64.801667,15/12/2019
Falla eléctrica rural #182,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-21.021299,-56.006623,21/10/2017
Accidente agrícola #183,El evento generó pérdidas materiales moderadas.,Emergencia,-42.795389,-67.434616,12/03/2016
Inundación rural #184,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-41.542605,-73.333992,04/11/2022
Incendio rural #185,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-38.111272,-54.964817,13/09/2024
Accidente agrícola #186,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-47.553846,-69.602294,18/03/2018
Hallazgo arqueológico #187,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-33.024419,-67.166876,23/10/2017
Incendio rural #188,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-30.099768,-71.652266,11/12/2019
Sequía prolongada #189,El evento generó pérdidas materiales moderadas.,Infraestructura,-48.172977,-57.376487,23/04/2018
Sequía prolongada #190,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-23.941443,-56.475311,29/10/2024
Falla eléctrica rural #191,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-25.406503,-57.013233,18/11/2017
Corte de camino vecinal #192,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-25.75522,-58.653557,02/04/2020
Rescate de animales #193,Autoridades rurales intervinieron para controlar la situación.,Climático,-28.116813,-73.214668,16/06/2019
Corte de camino vecinal #194,El evento generó pérdidas materiales moderadas.,Agricultura,-32.123835,-59.717014,06/01/2021
Plaga en cultivos #195,Autoridades rurales intervinieron para controlar la situación.,Climático,-32.055557,-63.834724,22/07/2021
Rescate de animales #196,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-47.473515,-72.204051,12/12/2021
Falla eléctrica rural #197,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-41.117941,-70.634571,28/03/2024
Inundación rural #198,El evento generó pérdidas materiales moderadas.,Climático,-51.695472,-55.311184,02/06/2015
Plaga en cultivos #199,El evento generó pérdidas materiales moderadas.,Agricultura,-32.203469,-58.265628,09/07/2016
Plaga en cultivos #200,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-30.295629,-55.349017,21/01/2021
Corte de camino vecinal #201,El evento generó pérdidas materiales moderadas.,Emergencia,-41.12406,-53.993809,06/05/2022
Sequía prolongada #202,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-39.880341,-68.659691,15/05/2015
Corte de camino vecinal #203,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-24.342329,-60.28105,25/01/2019
Plaga en cultivos #204,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-22.080966,-54.045279,06/09/2015
Falla eléctrica rural #205,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-47.788402,-60.390395,29/03/2024
Incendio rural #206,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-21.380089,-57.366949,29/03/2015
Corte de camino vecinal #207,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-35.062975,-56.832414,20/04/2017
Sequía prolongada #208,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-54.903591,-55.902674,12/08/2017
Hallazgo arqueológico #209,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-27.85053,-71.24651,15/08/2016
Incendio rural #210,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-42.819763,-57.337154,18/09/2024
Sequía prolongada #211,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-45.977505,-70.90145,08/08/2021
Rescate de animales #212,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-52.839027,-64.310358,21/09/2019
Rescate de animales #213,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-39.631816,-68.95823,22/01/2019
Incendio rural #214,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-39.426554,-53.737463,24/11/2021
Falla eléctrica rural #215,El evento generó pérdidas materiales moderadas.,Ambiental,-31.672685,-63.449488,07/09/2015
Corte de camino vecinal #216,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-34.317888,-72.153514,22/12/2019
Tormenta severa #217,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-30.786805,-65.69146,31/01/2018
Rescate de animales #218,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-37.811263,-64.680914,12/09/2021
Corte de camino vecinal #219,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-25.573261,-64.683566,23/11/2023
Accidente agrícola #220,El evento generó pérdidas materiales moderadas.,Agricultura,-26.867746,-65.326031,16/12/2024
Corte de camino vecinal #221,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-44.374199,-68.274759,08/03/2023
Falla eléctrica rural #222,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-26.719756,-71.588783,17/09/2016
Sequía prolongada #223,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-52.960647,-53.889195,31/01/2016
Sequía prolongada #224,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-42.977665,-59.860519,19/04/2021
Plaga en cultivos #225,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-34.586057,-66.291253,01/06/2023
Rescate de animales #226,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-32.670966,-68.90298,25/06/2021
Sequía prolongada #227,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-51.093899,-67.789352,19/03/2016
Plaga en cultivos #228,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-34.138508,-60.324667,15/07/2017
Tormenta severa #229,Autoridades rurales intervinieron para controlar la situación.,Climático,-48.865854,-59.094675,18/04/2015
Sequía prolongada #230,Autoridades rurales intervinieron para controlar la situación.,Climático,-48.832211,-70.563344,19/06/2018
Plaga en cultivos #231,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-29.807052,-53.577888,16/05/2022
Rescate de animales #232,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-40.725695,-66.511632,11/01/2016
Inundación rural #233,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-34.728392,-55.391485,24/02/2019
