Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho 82 en Roma,Registro sintético del hecho número 82 ocurrido en Roma.,Robo,41.899869,12.466357,17/08/2024
Hecho 83 en Berlín,Registro sintético del hecho número 83 ocurrido en Berlín.,Incendio,52.552054,13.442132,04/06/2018
Hecho 84 en París,Registro sintético del hecho número 84 ocurrido en París.,Robo,48.825913,2.335026,27/05/2022
Hecho 85 en Nueva York,Registro sintético del hecho número 85 ocurrido en Nueva York.,Desastre natural,40.726948,-74.016032,09/12/2018
Hecho 86 en Sídney,Registro sintético del hecho número 86 ocurrido en Sídney.,Incendio,-33.907266,151.25634,24/04/2015
Hecho 87 en Madrid,Registro sintético del hecho número 87 ocurrido en Madrid.,Emergencia sanitaria,40.370626,-3.694143,23/12/2017
Hecho 88 en Londres,Registro sintético del hecho número 88 ocurrido en Londres.,Incendio,51.518021,-0.126658,23/11/2019
Hecho 89 en Roma,Registro sintético del hecho número 89 ocurrido en Roma.,Emergencia sanitaria,41.878272,12.517279,17/02/2017
Hecho 90 en Buenos Aires,Registro sintético del hecho número 90 ocurrido en Buenos Aires.,Delito informático,-34.599855,-58.359657,17/01/2024
Hecho 91 en París,Registro sintético del hecho número 91 ocurrido en París.,Incendio,48.813597,2.368624,02/11/2019
Hecho 92 en Londres,Registro sintético del hecho número 92 ocurrido en Londres.,Emergencia sanitaria,51.523739,-0.165337,09/07/2018
Hecho 93 en Tokio,Registro sintético del hecho número 93 ocurrido en Tokio.,Delito informático,35.706189,139.674318,20/06/2018
Hecho 94 en Tokio,Registro sintético del hecho número 94 ocurrido en Tokio.,Delito informático,35.658684,139.708193,05/06/2016
Hecho 95 en Roma,Registro sintético del hecho número 95 ocurrido en Roma.,Manifestación,41.909711,12.487008,26/11/2021
Hecho 96 en Buenos Aires,Registro sintético del hecho número 96 ocurrido en Buenos Aires.,Desastre natural,-34.632682,-58.353024,21/03/2018
Hecho 97 en Ciudad de México,Registro sintético del hecho número 97 ocurrido en Ciudad de México.,Incendio,19.426779,-99.115637,19/03/2020
Hecho 98 en Sídney,Registro sintético del hecho número 98 ocurrido en Sídney.,Corte de servicios,-33.828682,151.238902,26/11/2023
Hecho 99 en Madrid,Registro sintético del hecho número 99 ocurrido en Madrid.,Accidente,40.418345,-3.690506,08/03/2018
Hecho 100 en Londres,Registro sintético del hecho número 100 ocurrido en Londres.,Accidente,51.5526,-0.154313,06/03/2024
Hecho 101 en Tokio,Registro sintético del hecho número 101 ocurrido en Tokio.,Evento cultural,35.659413,139.644143,17/01/2024
Hecho 102 en París,Registro sintético del hecho número 102 ocurrido en París.,Corte de servicios,48.891574,2.309483,08/11/2021
Hecho 103 en Roma,Registro sintético del hecho número 103 ocurrido en Roma.,Emergencia sanitaria,41.924635,12.484798,07/03/2017
Hecho 104 en Roma,Registro sintético del hecho número 104 ocurrido en Roma.,Evento cultural,41.918406,12.446954,27/08/2016
Hecho 105 en Nueva York,Registro sintético del hecho número 105 ocurrido en Nueva York.,Hallazgo,40.680389,-73.960203,15/06/2017
Hecho 106 en Sídney,Registro sintético del hecho número 106 ocurrido en Sídney.,Corte de servicios,-33.863059,151.251047,25/07/2015
Hecho 107 en Nueva York,Registro sintético del hecho número 107 ocurrido en Nueva York.,Corte de servicios,40.742942,-73.989242,30/06/2016
Hecho 108 en Sídney,Registro sintético del hecho número 108 ocurrido en Sídney.,Emergencia sanitaria,-33.823796,151.248443,23/07/2018
Hecho 109 en Ciudad de México,Registro sintético del hecho número 109 ocurrido en Ciudad de México.,Delito informático,19.465657,-99.128413,14/10/2019
Hecho 110 en Madrid,Registro sintético del hecho número 110 ocurrido en Madrid.,Corte de servicios,40.392719,-3.729076,18/01/2020
Hecho 111 en Tokio,Registro sintético del hecho número 111 ocurrido en Tokio.,Delito informático,35.702175,139.66916,07/06/2020
Hecho 112 en Nueva York,Registro sintético del hecho número 112 ocurrido en Nueva York.,Desastre natural,40.689972,-74.024029,18/08/2017
Hecho 113 en Sídney,Registro sintético del hecho número 113 ocurrido en Sídney.,Accidente,-33.903717,151.197604,20/07/2016
Hecho 114 en Madrid,Registro sintético del hecho número 114 ocurrido en Madrid.,Evento cultural,40.408287,-3.720712,21/09/2015
Hecho 115 en Berlín,Registro sintético del hecho número 115 ocurrido en Berlín.,Hallazgo,52.490683,13.397014,13/09/2015
Hecho 116 en Ciudad de México,Registro sintético del hecho número 116 ocurrido en Ciudad de México.,Robo,19.470666,-99.125631,10/08/2024
Hecho 117 en Berlín,Registro sintético del hecho número 117 ocurrido en Berlín.,Robo,52.499861,13.393999,11/12/2018
Hecho 118 en Roma,Registro sintético del hecho número 118 ocurrido en Roma.,Delito informático,41.926263,12.526387,20/05/2023
Hecho 119 en París,Registro sintético del hecho número 119 ocurrido en París.,Corte de servicios,48.833894,2.350764,17/06/2017
Hecho 120 en Roma,Registro sintético del hecho número 120 ocurrido en Roma.,Incendio,41.920714,12.486832,02/07/2022
Hecho 121 en Madrid,Registro sintético del hecho número 121 ocurrido en Madrid.,Corte de servicios,40.464872,-3.700388,06/06/2016
Hecho 122 en Roma,Registro sintético del hecho número 122 ocurrido en Roma.,Emergencia sanitaria,41.9191,12.454795,30/04/2021
Hecho 123 en Roma,Registro sintético del hecho número 123 ocurrido en Roma.,Manifestación,41.89897,12.451428,20/09/2024
Hecho 124 en Roma,Registro sintético del hecho número 124 ocurrido en Roma.,Incendio,41.89827,12.48015,16/05/2017
Hecho 125 en Roma,Registro sintético del hecho número 125 ocurrido en Roma.,Desastre natural,41.94792,12.488556,08/06/2023
Hecho 126 en Nueva York,Registro sintético del hecho número 126 ocurrido en Nueva York.,Corte de servicios,40.737702,-74.050791,21/03/2015
Hecho 127 en Londres,Registro sintético del hecho número 127 ocurrido en Londres.,Evento cultural,51.464262,-0.082071,16/04/2022
Hecho 128 en Buenos Aires,Registro sintético del hecho número 128 ocurrido en Buenos Aires.,Robo,-34.633764,-58.429562,09/10/2017
Hecho 129 en Madrid,Registro sintético del hecho número 129 ocurrido en Madrid.,Evento cultural,40.414156,-3.742361,01/06/2016
Hecho 130 en París,Registro sintético del hecho número 130 ocurrido en París.,Corte de servicios,48.832224,2.33909,05/11/2022
Hecho 131 en Ciudad de México,Registro sintético del hecho número 131 ocurrido en Ciudad de México.,Emergencia sanitaria,19.454436,-99.105421,22/05/2023
Hecho 132 en Madrid,Registro sintético del hecho número 132 ocurrido en Madrid.,Desastre natural,40.424668,-3.660911,18/03/2016
Hecho 133 en Ciudad de México,Registro sintético del hecho número 133 ocurrido en Ciudad de México.,Hallazgo,19.476747,-99.163367,13/06/2019
Hecho 134 en Ciudad de México,Registro sintético del hecho número 134 ocurrido en Ciudad de México.,Evento cultural,19.452319,-99.153042,22/02/2016
Hecho 135 en Ciudad de México,Registro sintético del hecho número 135 ocurrido en Ciudad de México.,Accidente,19.480984,-99.104936,06/12/2023
Hecho 136 en Londres,Registro sintético del hecho número 136 ocurrido en Londres.,Delito informático,51.523552,-0.170904,21/10/2019
Hecho 137 en Londres,Registro sintético del hecho número 137 ocurrido en Londres.,Robo,51.499406,-0.12878,11/07/2024
Hecho 138 en Roma,Registro sintético del hecho número 138 ocurrido en Roma.,Incendio,41.941958,12.492374,16/02/2022
Hecho 139 en Madrid,Registro sintético del hecho número 139 ocurrido en Madrid.,Hallazgo,40.44018,-3.657253,22/12/2016
Hecho 140 en Tokio,Registro sintético del hecho número 140 ocurrido en Tokio.,Emergencia sanitaria,35.731462,139.719164,24/01/2024
Hecho 141 en Berlín,Registro sintético del hecho número 141 ocurrido en Berlín.,Hallazgo,52.543103,13.38184,05/04/2024
Hecho 142 en París,Registro sintético del hecho número 142 ocurrido en París.,Accidente,48.894763,2.326586,16/02/2018
Hecho 143 en Berlín,Registro sintético del hecho número 143 ocurrido en Berlín.,Emergencia sanitaria,52.536819,13.38864,04/11/2021
Hecho 144 en Berlín,Registro sintético del hecho número 144 ocurrido en Berlín.,Incendio,52.518755,13.390482,14/01/2017
Hecho 145 en Tokio,Registro sintético del hecho número 145 ocurrido en Tokio.,Incendio,35.727532,139.711818,19/02/2018
Hecho 146 en Tokio,Registro sintético del hecho número 146 ocurrido en Tokio.,Delito informático,35.691163,139.660806,11/02/2015
Hecho 147 en París,Registro sintético del hecho número 147 ocurrido en París.,Hallazgo,48.862118,2.326232,24/06/2020
Hecho 148 en Berlín,Registro sintético del hecho número 148 ocurrido en Berlín.,Corte de servicios,52.549293,13.364305,10/01/2020
Hecho 149 en París,Registro sintético del hecho número 149 ocurrido en París.,Hallazgo,48.830931,2.368596,04/10/2022
Hecho 150 en Londres,Registro sintético del hecho número 150 ocurrido en Londres.,Corte de servicios,51.510492,-0.13525,17/03/2021
Hecho 151 en Sídney,Registro sintético del hecho número 151 ocurrido en Sídney.,Incendio,-33.848515,151.186392,12/12/2018
Hecho 152 en Tokio,Registro sintético del hecho número 152 ocurrido en Tokio.,Evento cultural,35.711628,139.673255,09/05/2016
Hecho 153 en Sídney,Registro sintético del hecho número 153 ocurrido en Sídney.,Manifestación,-33.897162,151.20772,23/02/2017
Hecho 154 en Ciudad de México,Registro sintético del hecho número 154 ocurrido en Ciudad de México.,Delito informático,19.4109,-99.173147,10/09/2021
Hecho 155 en París,Registro sintético del hecho número 155 ocurrido en París.,Desastre natural,48.842688,2.332427,20/07/2017
Hecho 156 en Sídney,Registro sintético del hecho número 156 ocurrido en Sídney.,Manifestación,-33.914248,151.164753,28/01/2018
Hecho 157 en Tokio,Registro sintético del hecho número 157 ocurrido en Tokio.,Manifestación,35.726346,139.690788,25/02/2022
Hecho 158 en Buenos Aires,Registro sintético del hecho número 158 ocurrido en Buenos Aires.,Emergencia sanitaria,-34.60676,-58.387553,10/03/2018
Hecho 159 en Madrid,Registro sintético del hecho número 159 ocurrido en Madrid.,Robo,40.460906,-3.706027,31/10/2017
Hecho 160 en Nueva York,Registro sintético del hecho número 160 ocurrido en Nueva York.,Hallazgo,40.670208,-73.993055,07/07/2020
Hecho 161 en Buenos Aires,Registro sintético del hecho número 161 ocurrido en Buenos Aires.,Manifestación,-34.572586,-58.336687,03/09/2016
Hecho 162 en Nueva York,Registro sintético del hecho número 162 ocurrido en Nueva York.,Evento cultural,40.718607,-74.014383,30/04/2016
Hecho 163 en Ciudad de México,Registro sintético del hecho número 163 ocurrido en Ciudad de México.,Emergencia sanitaria,19.460169,-99.145162,13/07/2017
Hecho 164 en Berlín,Registro sintético del hecho número 164 ocurrido en Berlín.,Desastre natural,52.528853,13.397883,24/08/2024
Hecho 165 en Ciudad de México,Registro sintético del hecho número 165 ocurrido en Ciudad de México.,Emergencia sanitaria,19.443563,-99.109191,04/09/2015
Hecho 166 en París,Registro sintético del hecho número 166 ocurrido en París.,Evento cultural,48.872643,2.317906,19/12/2017
Hecho 167 en Madrid,Registro sintético del hecho número 167 ocurrido en Madrid.,Delito informático,40.382453,-3.712948,04/11/2015
Hecho 168 en Ciudad de México,Registro sintético del hecho número 168 ocurrido en Ciudad de México.,Corte de servicios,19.385864,-99.15439,07/04/2018
Hecho 169 en Tokio,Registro sintético del hecho número 169 ocurrido en Tokio.,Corte de servicios,35.708238,139.734091,19/10/2015
Hecho 170 en Ciudad de México,Registro sintético del hecho número 170 ocurrido en Ciudad de México.,Evento cultural,19.394078,-99.160719,08/10/2019
Hecho 171 en Madrid,Registro sintético del hecho número 171 ocurrido en Madrid.,Desastre natural,40.381024,-3.747836,08/04/2024
Hecho 172 en Tokio,Registro sintético del hecho número 172 ocurrido en Tokio.,Emergencia sanitaria,35.721924,139.733819,26/05/2023
Hecho 173 en Berlín,Registro sintético del hecho número 173 ocurrido en Berlín.,Accidente,52.538868,13.424973,03/04/2020
Hecho 174 en Tokio,Registro sintético del hecho número 174 ocurrido en Tokio.,Delito informático,35.68888,139.649744,20/01/2021
Hecho 175 en Buenos Aires,Registro sintético del hecho número 175 ocurrido en Buenos Aires.,Hallazgo,-34.621468,-58.406563,28/03/2023
Hecho 176 en Nueva York,Registro sintético del hecho número 176 ocurrido en Nueva York.,Evento cultural,40.746396,-73.99848,24/07/2022
Hecho 177 en Buenos Aires,Registro sintético del hecho número 177 ocurrido en Buenos Aires.,Desastre natural,-34.649677,-58.355973,18/06/2021
Hecho 178 en Berlín,Registro sintético del hecho número 178 ocurrido en Berlín.,Delito informático,52.514223,13.382816,22/04/2022
Hecho 179 en Ciudad de México,Registro sintético del hecho número 179 ocurrido en Ciudad de México.,Hallazgo,19.464024,-99.086294,13/02/2022
Hecho 180 en Berlín,Registro sintético del hecho número 180 ocurrido en Berlín.,Incendio,52.503331,13.422013,31/07/2019
Hecho 181 en Madrid,Registro sintético del hecho número 181 ocurrido en Madrid.,Incendio,40.436167,-3.724978,14/08/2019
Hecho 182 en Roma,Registro sintético del hecho número 182 ocurrido en Roma.,Delito informático,41.898283,12.477852,31/05/2015
Hecho 183 en Londres,Registro sintético del hecho número 183 ocurrido en Londres.,Accidente,51.497818,-0.12634,31/08/2023
Hecho 184 en Buenos Aires,Registro sintético del hecho número 184 ocurrido en Buenos Aires.,Delito informático,-34.612375,-58.412842,07/03/2020
Hecho 185 en Londres,Registro sintético del hecho número 185 ocurrido en Londres.,Emergencia sanitaria,51.507249,-0.133596,26/06/2023
Hecho 186 en Buenos Aires,Registro sintético del hecho número 186 ocurrido en Buenos Aires.,Evento cultural,-34.598778,-58.338833,29/12/2017
Hecho 187 en Berlín,Registro sintético del hecho número 187 ocurrido en Berlín.,Corte de servicios,52.472887,13.418002,12/05/2016
Hecho 188 en París,Registro sintético del hecho número 188 ocurrido en París.,Manifestación,48.861684,2.357425,26/06/2018
Hecho 189 en Nueva York,Registro sintético del hecho número 189 ocurrido en Nueva York.,Evento cultural,40.754093,-74.009855,08/06/2024
Hecho 190 en Nueva York,Registro sintético del hecho número 190 ocurrido en Nueva York.,Manifestación,40.756065,-74.026814,03/08/2020
Hecho 191 en Tokio,Registro sintético del hecho número 191 ocurrido en Tokio.,Hallazgo,35.68775,139.688922,12/05/2024
Hecho 192 en Berlín,Registro sintético del hecho número 192 ocurrido en Berlín.,Delito informático,52.508359,13.447187,15/08/2016
Hecho 193 en Sídney,Registro sintético del hecho número 193 ocurrido en Sídney.,Manifestación,-33.911819,151.236568,09/09/2024
Hecho 194 en Roma,Registro sintético del hecho número 194 ocurrido en Roma.,Incendio,41.903574,12.528455,01/11/2023
Hecho 195 en Tokio,Registro sintético del hecho número 195 ocurrido en Tokio.,Desastre natural,35.698194,139.74159,23/05/2024
Hecho 196 en Berlín,Registro sintético del hecho número 196 ocurrido en Berlín.,Manifestación,52.523858,13.389512,04/01/2020
Hecho 197 en Sídney,Registro sintético del hecho número 197 ocurrido en Sídney.,Delito informático,-33.873266,151.191478,26/03/2019
Hecho 198 en París,Registro sintético del hecho número 198 ocurrido en París.,Evento cultural,48.844897,2.387801,31/05/2021
Hecho 199 en Roma,Registro sintético del hecho número 199 ocurrido en Roma.,Robo,41.927271,12.516923,27/07/2018
Hecho 200 en Roma,Registro sintético del hecho número 200 ocurrido en Roma.,Hallazgo,41.932039,12.511602,11/06/2022
Hecho 201 en Madrid,Registro sintético del hecho número 201 ocurrido en Madrid.,Corte de servicios,40.379425,-3.657265,01/06/2015
Hecho 202 en Londres,Registro sintético del hecho número 202 ocurrido en Londres.,Accidente,51.541904,-0.167829,20/10/2024
Hecho 203 en Berlín,Registro sintético del hecho número 203 ocurrido en Berlín.,Robo,52.484416,13.442093,07/02/2023
Hecho 204 en Madrid,Registro sintético del hecho número 204 ocurrido en Madrid.,Accidente,40.444953,-3.727298,07/04/2020
Hecho 205 en Ciudad de México,Registro sintético del hecho número 205 ocurrido en Ciudad de México.,Hallazgo,19.390632,-99.150343,15/04/2022
Hecho 206 en Sídney,Registro sintético del hecho número 206 ocurrido en Sídney.,Hallazgo,-33.85612,151.248044,21/07/2018
Hecho 207 en Berlín,Registro sintético del hecho número 207 ocurrido en Berlín.,Delito informático,52.531746,13.378477,28/05/2015
Hecho 208 en Tokio,Registro sintético del hecho número 208 ocurrido en Tokio.,Evento cultural,35.648538,139.739534,17/05/2023
Hecho 209 en Nueva York,Registro sintético del hecho número 209 ocurrido en Nueva York.,Corte de servicios,40.7322,-73.965658,12/11/2016
Hecho 210 en Buenos Aires,Registro sintético del hecho número 210 ocurrido en Buenos Aires.,Incendio,-34.648088,-58.395754,06/12/2023
Hecho 211 en Roma,Registro sintético del hecho número 211 ocurrido en Roma.,Manifestación,41.905917,12.502993,27/09/2017
Hecho 212 en Madrid,Registro sintético del hecho número 212 ocurrido en Madrid.,Manifestación,40.374697,-3.666716,18/12/2016
Hecho 213 en Ciudad de México,Registro sintético del hecho número 213 ocurrido en Ciudad de México.,Evento cultural,19.473883,-99.168888,31/07/2020
Hecho 214 en Berlín,Registro sintético del hecho número 214 ocurrido en Berlín.,Desastre natural,52.495533,13.35594,26/02/2020
Hecho 215 en Berlín,Registro sintético del hecho número 215 ocurrido en Berlín.,Desastre natural,52.52466,13.362386,07/08/2022
Hecho 216 en Londres,Registro sintético del hecho número 216 ocurrido en Londres.,Emergencia sanitaria,51.521294,-0.135369,10/05/2018
Hecho 217 en Tokio,Registro sintético del hecho número 217 ocurrido en Tokio.,Corte de servicios,35.669712,139.741637,24/06/2024
Hecho 218 en Berlín,Registro sintético del hecho número 218 ocurrido en Berlín.,Accidente,52.508136,13.390896,29/08/2017
